	Unnamed: 0	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	textblob_Polarity	textblob_Subjectivity	vader_Polarity	vader_Subjectivity	AFINN_scores	AFINN_sentiments	SentiWordNet_scores	normalized_textblob_Polarity	normalized_textblob_Subjectivity	normalized_vader_Polarity	normalized_vader_Subjectivity	normalized_AFINN_scores	normalized_SentiWordNet_scores	our_label_mel	annotator	roberta_content	roberta_polarity	roberta_sentiment	keyword	normalized_roberta_polarity	textblob_label	vader_label	AFINN_label	SentiWordNet_label	roberta_label	our_label_sarik	our_label	our_label_anu
0	13190	1633665401883332608	en	everyone	3/9/23 3:05	rt  eladnehorai too many liberals are sleeping on rising fascism because of a few national political wins  just as they did when obama was	RT @EladNehorai: Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	2360557134.0	[{'type': 'retweeted', 'id': '1633632434972663808'}]	1.63367e+18	['1633665401883332608']	337	0	0	0							0.433333333	0.333333333	0.5859	0.275	4	positive	1.0	0.716666667	0.333333333	0.795897696	0.306919643	0.571428571	0.53968254	negative	melissa	RT @user Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	-0.635148943	negative	obama	0.07267254	positive	positive	neutral	neutral	negative	negative	negative	negative
1	7555	1633965977665966080	en	everyone	3/9/23 23:00	chatgpt msi a520ma pro am4 micro atx motherboard 10726 delivered   amazon uk via au https  tco ss6acztdf7	ChatGPT: MSI A520M-A Pro AM4 Micro ATX Motherboard $107.26 Delivered @ Amazon UK via AU https://t.co/ss6ACZTdF7	6791062.0		1.63397e+18	['1633965977665966080']	0	0	0	160							0.0	0.0	0.1779	0.108	0	neutral	0.0	0.5	0.0	0.589263105	0.120535714	0.489795918	0.412698413	neutral	melissa	ChatGPT: MSI A520M-A Pro AM4 Micro ATX Motherboard $107.26 Delivered @ Amazon UK via AU http	0.20696649	neutral	chatgpt	0.633469971	neutral	neutral	neutral	neutral	positive	neutral	neutral	neutral
2	1728	1633219223626432512	en	everyone	3/7/23 21:33	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	318072122.0	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63322e+18	['1633219223626432512']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative	negative	neutral	neutral
3	29831	1633874107552108544	en	everyone	3/9/23 16:55	rt  visegrad24 its time for the west to send patriot missile defense systems to moldova toorussia keeps using moldovan air space to av	"RT @visegrad24: It’s time for the West to send Patriot Missile Defense Systems to Moldova too.

Russia keeps using Moldovan air space to av…"	1.49706e+18	[{'type': 'retweeted', 'id': '1633639497408696326'}]	1.63387e+18	['1633874107552108545']	395	0	0	0							0.0	0.0	0.128	0.086	0	neutral	0.0	0.5	0.0	0.563990884	0.095982143	0.489795918	0.412698413	neutral	melissa	"RT @user It’s time for the West to send Patriot Missile Defense Systems to Moldova too.

Russia keeps using Moldovan air space to av…"	-0.099667989	neutral	ukraine	0.429270142	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
4	1632	1633227958260473856	en	everyone	3/7/23 22:07	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.52284e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63323e+18	['1633227958260473856']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative	negative	neutral	neutral
5	12348	1633669690164740096	en	everyone	3/9/23 3:23	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1.59114e+18	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1.63367e+18	['1633669690164740098']	3314	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.009999665	neutral	obama	0.488983768	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
6	29245	1633874596947693568	en	everyone	3/9/23 16:57	rt  intermarium24    petr pavel has been sworn in as the president of the #czechrepublic#ukraine #ukrainian #czechia #ukrainewarn	"RT @intermarium24: 🇨🇿 🇨🇿 🇨🇿 Petr Pavel has been sworn in as the President of the #CzechRepublic.

#Ukraine #Ukrainian #Czechia #UkraineWarN…"	1.57759e+18	[{'type': 'retweeted', 'id': '1633870468699811841'}]	1.63387e+18	['1633874596947693568']	11	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	"RT @user 🇨🇿 🇨🇿 🇨🇿 Petr Pavel has been sworn in as the President of the #CzechRepublic.

#Ukraine #Ukrainian #Czechia #UkraineWarN…"	0.039978679	neutral	ukraine	0.522266291	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
7	14926	1633656179078332416	en	everyone	3/9/23 2:29	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1.51874e+18	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1.63366e+18	['1633656179078332416']	3317	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.009999665	neutral	obama	0.488983768	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
8	20332	1633670055689871360	en	everyone	3/9/23 3:24	rt  msignorile fox news edits out trump saying he mightve let russia take over parts of ukraine https  tco v5m2dqi8xz via  thedailybe	RT @MSignorile: Fox News Edits Out Trump Saying He Might’ve Let Russia ‘Take Over’ Parts of Ukraine https://t.co/V5M2DqI8xZ via @thedailybe…	34155494.0	[{'type': 'retweeted', 'id': '1633665830167666688'}]	1.63367e+18	['1633670055689871363']	15	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	RT @user Fox News Edits Out Trump Saying He Might’ve Let Russia ‘Take Over’ Parts of Ukraine http via @user	-0.099667996	neutral	russia	0.429270137	neutral	neutral	neutral	neutral	neutral	negative	neutral	neutral
9	3706	1633078142993670144	en	everyone	3/7/23 12:12	rt  phonchrist chris rock jokes about michael jackson wasnt funny at all  its just funny how yall scared to talk about elvis dating an	RT @Phonchrist: Chris Rock jokes about MIchael jackson wasn’t funny at all . It’s just funny how y’all scared to talk about Elvis dating an…	1.29011e+18	[{'type': 'retweeted', 'id': '1632688531943354374'}]	1.63308e+18	['1633078142993670146']	144	0	0	0							0.25	1.0	0.6249	0.548	8	positive	0.75	0.625	1.0	0.815649532	0.611607143	0.653061225	0.507936508	negative	melissa	RT @user Chris Rock jokes about MIchael jackson wasn’t funny at all . It’s just funny how y’all scared to talk about Elvis dating an…	-0.68047601	negative	#chrisrocklive	0.042487483	positive	positive	positive	neutral	negative	negative	negative	negative
10	6823	1633973511713611776	en	everyone	3/9/23 23:30	check this out chatgpt is now available in microsofts azure openai service https  tco pt3prg79ci	Check this out! ChatGPT is now available in Microsoft’s Azure OpenAI service https://t.co/pt3PRG79ci	8.03684e+17		1.63397e+18	['1633973511713611776']	0	0	0	5							0.4	0.4	0.0	0.0	0	neutral	0.375	0.7	0.4	0.499164345	0.0	0.489795918	0.46031746	positive	melissa	Check this out! ChatGPT is now available in Microsoft’s Azure OpenAI service http	0.641076922	positive	chatgpt	0.922560999	positive	neutral	neutral	neutral	positive	positive	positive	neutral
11	24138	1633545857936265216	en	everyone	3/8/23 20:46	 brutapologist broke dc statehood  51st state  woke dc statehood  independent republic 	"@brutapologist Broke: DC Statehood (51st state) 
Woke: DC Statehood (independent republic)"	1.15175e+18	[{'type': 'replied_to', 'id': '1633545857936265216'}]	1.63357e+18	['1633569972898390017']	0	0	1	17	555579293.0						0.0	0.125	-0.4215	0.219	-1	negative	0.125	0.5	0.125	0.28569258	0.244419643	0.469387755	0.428571429	negative	melissa	"@user Broke: DC Statehood (51st state) 
Woke: DC Statehood (independent republic)"	0.009999668	neutral	statehood	0.502302102	neutral	negative	neutral	neutral	neutral	neutral	neutral	neutral
12	3672	1633080234806321152	en	everyone	3/7/23 12:20	let me watch #chrisrocklive #selectiveoutrage	Let me watch #ChrisRockLive #Selectiveoutrage	4836923710.0		1.63308e+18	['1633080234806321153']	0	0	0	72							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	Let me watch #ChrisRockLive #Selectiveoutrage	-0.139092445	neutral	#chrisrocklive	0.403015862	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
13	14641	1633657731318988800	en	everyone	3/9/23 2:35	rt  tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knewclapper knewschiff knewfbi knewd	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1.03312e+18	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1.63366e+18	['1633657731318988800']	3316	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	melissa	RT @user Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	-0.009999665	neutral	obama	0.488983768	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
14	19088	1633672227601145856	en	everyone	3/9/23 3:33	there is a lot of curious military activity involving #nato forces and equipment that is not receiving much media scrutiny#ukrainewar #natorussiawar #ukrainerussiawar how threatening will those moves be perceived by russiahttps  tco 9boscok0v8	"«There is a lot of curious military activity involving #NATO forces and equipment that is not receiving much media scrutiny»
#UkraineWar #NatoRussiaWar #UkraineRussiaWar️ 

How threatening will those moves be perceived by Russia?

https://t.co/9bOScOK0v8"	1.4811e+18		1.63367e+18	['1633672227601145856']	0	0	0	108							0.0	0.433333333	-0.2732	0.213	-1	negative	-0.125	0.5	0.433333333	0.360800203	0.237723214	0.469387755	0.396825397	negative	melissa	"«There is a lot of curious military activity involving #NATO forces and equipment that is not receiving much media scrutiny»
#UkraineWar #NatoRussiaWar #UkraineRussiaWar️ 

How threatening will those moves be perceived by Russia?

https://t.co/9bOScOK0v8"	-0.327477396	negative	russia	0.277562994	neutral	negative	neutral	neutral	negative	negative	negative	neutral
15	20391	1633669926635331584	en	everyone	3/9/23 3:23	 alivelshi lawrence maddow chrislhayes mitchellreports gstephanopoulos berniesanders ewarren adamschiff edmarkey aoc ayannapressley rashidatlaib ilhansouth korea says it let poland send weapons to ukrainethat usedsome of its components https  tco ld7f9ph9d8	"@AliVelshi
@Lawrence
@maddow
@chrislhayes
@mitchellreports
@GStephanopoulos
@BernieSanders
@ewarren
@AdamSchiff
@EdMarkey
@AOC
@AyannaPressley
@RashidaTlaib
@Ilhan
South Korea says it let Poland send weapons to Ukraine that used some of its components. https://t.co/Ld7F9PH9D8"	1.49953e+18		1.63367e+18	['1633669926635331587']	0	0	0	5	16378486.0						0.0	0.0	-0.296	0.073	0	neutral	-0.25	0.5	0.0	0.349252975	0.081473214	0.489795918	0.380952381	neutral	melissa	@user Korea says it let Poland send weapons to Ukraine that used some of its components. http	-0.272905082	negative	russia	0.313904822	neutral	negative	neutral	neutral	negative	negative	neutral	neutral
16	28872	1633874932433321984	en	everyone	3/9/23 16:58	rt  lvivtyler according to wikipedia  asking why ukraine was shelling donbass for 8 years is now disinformation propaganda https  tco e	RT @LvivTyler: According to Wikipedia, asking why Ukraine was shelling Donbass for 8 years is now disinformation/propaganda. https://t.co/E…	2453096596.0	[{'type': 'retweeted', 'id': '1633085434602602496'}]	1.63387e+18	['1633874932433321984']	442	0	0	0							-0.1	0.1	-0.25	0.133	-2	negative	0.5	0.45	0.1	0.372550013	0.1484375	0.448979592	0.476190476	negative	melissa	RT @user According to Wikipedia, asking why Ukraine was shelling Donbass for 8 years is now disinformation/propaganda. http	-0.652706742	negative	ukraine	0.060980118	neutral	negative	neutral	neutral	negative	negative	negative	negative
17	7392	1633967490538651648	en	everyone	3/9/23 23:06	rt  daveleeft the audacity of chatgpt adding a verify you are human check box on login	"RT @DaveLeeFT: The audacity of ChatGPT adding a ""verify you are human"" check box on log-in"	20947597.0	[{'type': 'retweeted', 'id': '1633966721601253376'}]	1.63397e+18	['1633967490538651648']	2	0	0	0							0.0	0.1	0.0	0.0	0	neutral	0.25	0.5	0.1	0.499164345	0.0	0.489795918	0.444444444	positive	melissa	"RT @user The audacity of ChatGPT adding a ""verify you are human"" check box on log-in"	-0.658409059	negative	chatgpt	0.057182724	neutral	neutral	neutral	neutral	negative	negative	negative	negative
18	12361	1633669603023900672	en	everyone	3/9/23 3:22	rt  gregrubini boom       ukraine corruptionjohn kerry all of us were trying to get rid of that prosecutor me  joe biden and obama	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1.51622e+18	[{'type': 'retweeted', 'id': '1320412175421394947'}]	1.63367e+18	['1633669603023900678']	6757	0	0	0							0.0	0.0	0.0	0.0	-3	negative	0.25	0.5	0.0	0.499164345	0.0	0.428571429	0.444444444	negative	melissa	"RT @user BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	-0.353991717	negative	obama	0.259906076	neutral	neutral	neutral	neutral	negative	negative	negative	negative
19	13826	1633639866356445184	en	everyone	3/9/23 2:53	 simonateba  wrighttd  tuckercarlson they never thought shed lose plan b release the v obama funded via  us taxpayers in wuhan the cure would be a doubleedged sword bigph would make bs amp  millions would die agenda 21 in the works cv would ensure that mailin bs would secure the fraud rest was staged	"@simonateba @wrighttd @TuckerCarlson they never thought she'd lose: plan b: release the V Obama funded via  U.S. Taxpayers in Wuhan: the ""cure"" would be a double-edged sword: bigPh would make $B's &amp; Millions would die: Agenda 21 in the works: CV would ensure that mail-in B's would secure the fraud: rest was staged!"	2918911447.0	[{'type': 'replied_to', 'id': '1633639866356445186'}]	1.63366e+18	['1633662154086961153']	0	0	2	16	130003441.0						0.2	0.3	-0.3489	0.294	-4	negative	-0.75	0.6	0.3	0.322461383	0.328125	0.408163265	0.317460318	negative	melissa	"@user @user @user they never thought she'd lose: plan b: release the V Obama funded via  U.S. Taxpayers in Wuhan: the ""cure"" would be a double-edged sword: bigPh would make $B's &amp; Millions would die: Agenda 21 in the works: CV would ensure that mail-in B's would secure the fraud: rest was staged!"	-0.616909325	negative	obama	0.084819011	neutral	negative	neutral	negative	negative	negative	negative	negative
20	25142	1633259266323673088	en	everyone	3/8/23 0:12	rt  billkristol still  much as i wish it were  this is not a hard call for biden and democrats most of them champion statehood for the d	RT @BillKristol: “Still, much as I wish it were, this is not a hard call for Biden and Democrats. Most of them champion statehood for the d…	1.46543e+18	[{'type': 'retweeted', 'id': '1632738169857667073'}]	1.63326e+18	['1633259266323673092']	17	0	0	0							-0.045833333	0.370833333	0.7351	0.5	2	positive	-0.875	0.477083333	0.370833333	0.871461129	0.558035714	0.530612245	0.301587302	neutral	melissa	RT @user “Still, much as I wish it were, this is not a hard call for Biden and Democrats. Most of them champion statehood for the d…	0.362707466	positive	statehood	0.737183947	neutral	positive	neutral	negative	positive	positive	neutral	neutral
21	17928	1633674426767269888	en	everyone	3/9/23 3:41	rt  jimmy_dore while you scream about russia invading ukraine  remember united states illegally invaded syria amp  is currently occupying 1 3	RT @jimmy_dore: While you scream about Russia invading Ukraine, remember United States illegally invaded Syria &amp; is CURRENTLY occupying 1/3…	1.51949e+18	[{'type': 'retweeted', 'id': '1633655341346074624'}]	1.63367e+18	['1633674426767269888']	391	0	0	0							-0.25	0.45	0.0258	0.282	-4	negative	0.375	0.375	0.45	0.512230945	0.314732143	0.408163265	0.46031746	negative	melissa	RT @user While you scream about Russia invading Ukraine, remember United States illegally invaded Syria &amp; is CURRENTLY occupying 1/3…	-0.578363419	negative	russia	0.11048823	negative	neutral	neutral	neutral	negative	negative	negative	negative
22	23255	1633649446104735744	en	everyone	3/9/23 2:14	 chitownsports dc is not a state  and i was born here  raised here  and live here should it have legit representation on capitol hill sure statehood hooey	@ChiTownSports D.C. is not a state, and I was born here, raised here, and live here. Should it have legit representation on Capitol Hill? Sure. Statehood? Hooey.	53519025.0	[{'type': 'replied_to', 'id': '1633649446104735744'}]	1.63365e+18	['1633652541886955522']	0	1	0	114	269062860.0						0.318181818	0.694444444	0.3182	0.161	0	neutral	-0.5	0.659090909	0.694444444	0.660319068	0.1796875	0.489795918	0.349206349	negative	melissa	@user D.C. is not a state, and I was born here, raised here, and live here. Should it have legit representation on Capitol Hill? Sure. Statehood? Hooey.	-0.282134801	negative	statehood	0.307758392	positive	positive	neutral	negative	negative	positive	positive	positive
23	16149	1633650406894239744	en	everyone	3/9/23 2:06	rt  judicialwatch trump would have been driven out of office by deep state biden obama clinton gang if judicial watch hadnt taken lead e	"RT @JudicialWatch: ""Trump would have been driven out of office by Deep State/Biden/Obama/Clinton gang if Judicial Watch hadn’t taken lead e…"	9.12104e+17	[{'type': 'retweeted', 'id': '1633648806506950656'}]	1.63365e+18	['1633650406894239744']	105	0	0	0							0.0	0.4	0.0	0.0	0	neutral	0.625	0.5	0.4	0.499164345	0.0	0.489795918	0.492063492	neutral	melissa	"RT @user ""Trump would have been driven out of office by Deep State/Biden/Obama/Clinton gang if Judicial Watch hadn’t taken lead e…"	-0.571669996	negative	obama	0.114945641	neutral	neutral	neutral	neutral	negative	negative	negative	negative
24	6579	1633976085523095552	en	everyone	3/9/23 23:40	rt  officialloozr loozr is the ai tool that rewards everyone for listening to music #listen2earn   #chatgpt   #memes https  tco 7r2i	"RT @officialloozr: Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes https://t.co/7R2I…"	1.5941e+18	[{'type': 'retweeted', 'id': '1633964646515220480'}]	1.63398e+18	['1633976085523095554']	18	0	0	0							0.0	0.0	0.5719	0.198	2	positive	0.625	0.5	0.0	0.788807293	0.220982143	0.530612245	0.492063492	negative	melissa	"RT @user Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes http"	0.641076922	positive	chatgpt	0.922560999	neutral	positive	neutral	neutral	positive	positive	negative	negative
25	21580	1633628902374494208	en	everyone	3/9/23 17:19	 maustermuhle thank goodness congress stepped in to protect the residents of dc from the clown show that we call the city council dc is not ready for statehood	@maustermuhle Thank goodness Congress stepped in to protect the residents of DC from the clown show that we call the City Council. DC is not ready for statehood!	1.63382e+18	[{'type': 'replied_to', 'id': '1633628902374494209'}]	1.63388e+18	['1633880259320741894']	0	0	0	12	148868920.0						0.2	0.5	0.8625	0.469	6	positive	0.513	0.6	0.5	0.935983793	0.5234375	0.612244898	0.47784127	negative	melissa	@user Thank goodness Congress stepped in to protect the residents of DC from the clown show that we call the City Council. DC is not ready for statehood!	-0.500520229	negative	statehood	0.162327039	neutral	positive	neutral	neutral	negative	negative	negative	positive
26	23686	1633625531538198528	en	everyone	3/9/23 0:27	rt  athertonkd statehood for dc	RT @AthertonKD: Statehood for DC	29229001.0	[{'type': 'retweeted', 'id': '1633621467941445633'}]	1.63363e+18	['1633625531538198534']	11	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	positive	melissa	RT @user Statehood for DC	0.069885895	neutral	statehood	0.54218267	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral
27	3349	1633099738261143552	en	everyone	3/7/23 13:38	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.06983e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.6331e+18	['1633099738261143553']	9130	0	0	0							0.0	0.0	0.1531	0.118	0	neutral	0.0	0.5	0.0	0.576702963	0.131696429	0.489795918	0.412698413	neutral	melissa	"RT @user Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	-0.327477396	negative	#chrisrocklive	0.277562994	neutral	neutral	neutral	neutral	negative	negative	neutral	neutral
28	2544	1633154839201955840	en	everyone	3/7/23 17:17	rt  adoreyoucams https  tco be9vo9jjkbcum and subscribe to my new account  #newaccount #pictures #videos #onlyfansbabe #milf #hotmil	"RT @adoreyoucams: https://t.co/bE9vO9jJKB

Cum and subscribe to my new account 😘 
#NewAccount #pictures #videos #onlyfansbabe #milf #hotmil…"	1.59655e+18	[{'type': 'retweeted', 'id': '1632776161062158341'}]	1.63315e+18	['1633154839201955842']	4	0	0	0							0.136363636	0.454545455	0.0	0.0	0	neutral	0.375	0.568181818	0.454545455	0.499164345	0.0	0.489795918	0.46031746	neutral	melissa	"RT @user http and subscribe to my new account 😘 
#NewAccount #pictures #videos #onlyfansbabe #milf #hotmil…"	0.578363419	positive	#chrisrocklive	0.880797637	neutral	neutral	neutral	neutral	positive	positive	positive	positive
29	27522	1633876033790148608	en	everyone	3/9/23 17:02	rt  dmytrokuleba russia launched a massive missile and drone attack on ukraine overnight  leading to loss of lives and damaging civilian i	RT @DmytroKuleba: Russia launched a massive missile and drone attack on Ukraine overnight, leading to loss of lives and damaging civilian i…	1.32666e+18	[{'type': 'retweeted', 'id': '1633749096946081793'}]	1.63388e+18	['1633876033790148625']	954	0	0	0							0.0	1.0	-0.802	0.481	-4	negative	-0.25	0.5	1.0	0.092985566	0.536830357	0.408163265	0.380952381	neutral	melissa	RT @user Russia launched a massive missile and drone attack on Ukraine overnight, leading to loss of lives and damaging civilian i…	-0.691069484	negative	ukraine	0.035432876	neutral	negative	neutral	neutral	negative	negative	neutral	neutral
30	17949	1633674375743303680	en	everyone	3/9/23 3:41	rt  lauras4t the people who are saying that #tuckercarlsonisaliar are the same people who still believe that president trump colluded with	RT @Lauras4T: The people who are saying that #TuckerCarlsonIsALiar are the same people who still believe that President Trump colluded with…	1361922547.0	[{'type': 'retweeted', 'id': '1633615091269500928'}]	1.63367e+18	['1633674375743303681']	507	0	0	0							0.0	0.0	0.0	0.0	0	neutral	-0.125	0.5	0.0	0.499164345	0.0	0.489795918	0.396825397	neutral	melissa	RT @user The people who are saying that #TuckerCarlsonIsALiar are the same people who still believe that President Trump colluded with…	-0.635148943	negative	russia	0.07267254	neutral	neutral	neutral	neutral	negative	negative	negative	negative
31	5561	1632538882179776512	en	everyone	3/6/23 0:29	rt  thereidout  pastor_earle on activists demands in wake of #tyrenichols police brutality death stop pretextual traffic stops stop p	"RT @thereidout: .@Pastor_Earle on activists' demands in wake of #TyreNichols police brutality death: ""Stop pretextual traffic stops. Stop p…"	4637301258.0	[{'type': 'retweeted', 'id': '1620944749975707654'}]	1.63254e+18	['1632538882179776512']	23	0	0	0							0.0	0.0	-0.9325	0.593	-6	negative	-0.375	0.5	0.0	0.026892884	0.661830357	0.367346939	0.365079365	negative	melissa	"RT @user .@Pastor_Earle on activists' demands in wake of #TyreNichols police brutality death: ""Stop pretextual traffic stops. Stop p…"	-0.421899021	negative	#tyrenichols	0.21468396	neutral	negative	negative	negative	negative	negative	negative	neutral
32	26309	1633877055996821504	en	everyone	3/9/23 17:07	rt  ricwe123 the us nato orchestration of the 2014 maidan coup in ukraine victoria nuland had a hand in every us intervention in the pas	"RT @ricwe123: The US/NATO orchestration of the 2014 Maidan coup in Ukraine. 
Victoria Nuland had a hand in every US intervention in the pas…"	1.51981e+18	[{'type': 'retweeted', 'id': '1633785840844386305'}]	1.63388e+18	['1633877055996821505']	493	0	0	0							0.0	0.0	0.4939	0.186	0	neutral	0.5	0.5	0.0	0.749303621	0.207589286	0.489795918	0.476190476	neutral	melissa	"RT @user The US/NATO orchestration of the 2014 Maidan coup in Ukraine. 
Victoria Nuland had a hand in every US intervention in the pas…"	-0.507977426	negative	ukraine	0.157361001	neutral	positive	neutral	neutral	negative	negative	neutral	neutral
