	Unnamed: 0	Unnamed: 0.1	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	our_label
0	13581	17871	1.63367e+18	en	everyone	2023-03-09 03:04:49+00:00	rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	3024401194.0	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1.63367e+18	['1633665111406542848']	3316	0	0	0							neutral
1	13249	17539	1.63367e+18	en	everyone	2023-03-09 03:10:24+00:00	cant even threaten friend game without watchlist thanks obama http co x qvzgad	cant even threaten my friends during a game without being on some watchlist thanks obama https://t.co/28x4QVzgaD	1.57922e+18	[{'type': 'quoted', 'id': '1633098341578940417'}]	1.63367e+18	['1633666519245750272']	0	0	0	2							negative
2	28682	32972	1.63388e+18	en	everyone	2023-03-09 17:03:56+00:00	trump impeached call gop house brought article impeachment president biden joe biden killed poor soldier botched afghanistan pull alone warrant man impeached ukraine afganistan	"Trump was impeached over a ☎️ call! Why has the GOP House not brought Articles of Impeachment against President Biden? 

Joe Biden KILLED those poor soldiers in the botched Afghanistan pull out. That alone should warrant the man being impeached! #Ukraine #Afganistan"	200698213.0		1.63388e+18	['1633876284940877837']	0	0	0	15							negative
3	1203	1203	1.63328e+18	en	everyone	2023-03-08 01:26:22+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.09369e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63328e+18	['1633277949234364416']	9130	0	0	0							neutral
4	22163	26453	1.63367e+18	en	everyone	2023-03-09 03:18:26+00:00	rt visegrad time west send patriot missile defense system moldova russia keep using moldovan air space av	"RT @visegrad24: It’s time for the West to send Patriot Missile Defense Systems to Moldova too.

Russia keeps using Moldovan air space to av…"	4060962981.0	[{'type': 'retweeted', 'id': '1633639497408696326'}]	1.63367e+18	['1633668541122592768']	155	0	0	0							neutral
5	4246	4246	1.63303e+18	en	everyone	2023-03-07 08:56:35+00:00	rt tasterreblanche sagesurge also said chrisrockselectiveoutrage chrisrocklive http co mm n yv	RT @Tasterreblanche: @sagesurge He also said🤷🏻‍♂️ #ChrisRockSelectiveOutrage  #ChrisRockLive https://t.co/26Mm0n2yv5	1.21436e+18	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1.63303e+18	['1633028860735369216']	237	0	0	0							neutral
6	7711	12001	1.63397e+18	en	everyone	2023-03-09 22:57:38+00:00	rt probit exchange asked chatgpt make five bold prediction future crypto next ten year	"RT @ProBit_Exchange: 💡 We asked ChatGPT to make five bold predictions about the future of crypto over the next ten years.

🔮 Here's what it…"	1.41899e+18	[{'type': 'retweeted', 'id': '1631538158713311232'}]	1.63397e+18	['1633965293700624387']	11	0	0	0							neutral
7	7083	11373	1.63318e+18	en	everyone	2023-03-09 23:21:59+00:00	chicksonright xaviaerd chatgpt proud race ethnicity proud something outside control rather proud cultural historical contribution made group resilience strength demonstrated group	@chicksonright @XAVIAERD ChatGPT: Being proud of any race or ethnicity, is not about being proud of something that is outside of your control. Rather, it is about being proud of the cultural and historical contributions made by that group, and of the resilience and strength demonstrated by that group.	363778558.0	[{'type': 'replied_to', 'id': '1633185835154546688'}]	1.63397e+18	['1633971424506392579']	0	0	0	5	69666298.0						neutral
8	13971	18261	1.63366e+18	en	everyone	2023-03-09 02:57:23+00:00	rt subrata melania trump far better first lady jill biden amp michelle obama drop agree http co p	RT @SUBRATA30016572: Melania Trump is a far better First Lady than Jill Biden &amp; Michelle Obama was. Drop a ❤ if you Agree!! https://t.co/p4…	1.5197e+18	[{'type': 'retweeted', 'id': '1633650499647057920'}]	1.63366e+18	['1633663243796226050']	138	0	0	0							neutral
9	29475	33765	1.63388e+18	en	everyone	2023-03-09 17:01:26+00:00	rt sonjaende ursula von der leyen said trudeau canada training ukrainian soldier since show	RT @SonjaEnde: What?! 😳 Ursula von der Leyen just said to Trudeau that Canada has been training Ukrainian soldiers since 2015?! 😱 This show…	1364654154.0	[{'type': 'retweeted', 'id': '1633765565666828290'}]	1.63388e+18	['1633875652284940288']	499	0	0	0							neutral
10	3059	3059	1.63312e+18	en	everyone	2023-03-07 15:07:06+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	4551240942.0	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63312e+18	['1633122105071132674']	9130	0	0	0							neutral
11	3954	3954	1.63306e+18	en	everyone	2023-03-07 10:55:28+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	8.75071e+17	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63306e+18	['1633058779850760192']	9130	0	0	0							neutral
12	7898	12188	1.63396e+18	en	everyone	2023-03-09 22:50:25+00:00	rt rowancheung ai moving fast new product week chatgpt api release top trending tool resource	"RT @rowancheung: AI is moving fast.

Over 100+ new products this week with the ChatGPT API release.

The top 20 trending tools and resource…"	100235438.0	[{'type': 'retweeted', 'id': '1633197599267213313'}]	1.63396e+18	['1633963477877358592']	427	0	0	0							neutral
13	11006	15296	1.63351e+18	en	everyone	2023-03-09 03:23:23+00:00	geraldorivera watch tv easy see fake violence people maga hat still price tag police officer standing around talking football people waiting single file line enter capitol	@GeraldoRivera I didn’t watch it on tv, I was there. It was easy to see it was fake..The violence was from people with Maga hats that still had on the price tag. Police officers were standing around talking about football while people were waiting in a single file line to enter the capitol.	1.51941e+18	[{'type': 'replied_to', 'id': '1633510940963479552'}]	1.63367e+18	['1633669785060888576']	0	0	0	2	246500501.0						neutral
14	28084	32374	1.63387e+18	en	everyone	2023-03-09 17:05:54+00:00	senblumenthal horrific barbaric attack ukraine missile supersonic ballistic ukraine defend jet patriot imposed protective restriction weapon delivery win war r always step behind delivering weapon u win war	@SenBlumenthal HORRIFIC BARBARIC attack on Ukraine, 81 missiles 6 supersonic ballistic Ukraine can’t defend 😢where are the Jets, the Patriots? IMPOSED PROTECTIVE restrictions on weapon deliveries doesn't win a war! We r always 1 or 2 steps behind Delivering weapons .U can't win the war	32300511.0	[{'type': 'replied_to', 'id': '1633866982721191944'}]	1.63388e+18	['1633876776635211776']	0	0	0	12	278124059.0						negative
15	1065	1065	1.6333e+18	en	everyone	2023-03-08 03:10:05+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.43519e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.6333e+18	['1633304051420135426']	9130	0	0	0							neutral
16	9006	13296	1.63395e+18	en	everyone	2023-03-09 22:12:12+00:00	incase mfers believe earlier post chatgpt confirming http co csvucevnfc	Incase mfers didn't believe the earlier post, here's chatgpt confirming https://t.co/cSvuCeVNFC	1.28649e+18		1.63395e+18	['1633953860665372674']	0	2	4	326							negative
17	286	286	1.63364e+18	en	everyone	2023-03-09 01:14:06+00:00	must read important notice different fixed match prediction match jisoocomingsoonposter jeffsatur yemicregx blackpink chrisrocklive http co jmpvyjr s	"YOU MUST READ  ‼️‼️‼️‼️
IMPORTANT NOTICE DIFFERENT BETWEEN FIXED MATCH AND PREDICTION MATCH ‼️‼️‼️‼️‼️‼️ +2348162198031 #JISOOComingSoonPoster #JeffSatur #YemiCregx #BLACKPINK #ChrisRockLive https://t.co/jMPVyjR1Ss"	1.63167e+18		1.63364e+18	['1633637250419367937']	3	0	5	67							neutral
18	31352	35642	1.63366e+18	en	everyone	2023-03-09 16:55:36+00:00	jim walsh trust willcompton lmao wearing mask pic got ukraine flag name need know	@jim_walsh_trust @_willcompton Lmao you’re wearing a mask in your pic and got a Ukraine flag in your name. All we need to know.	1.4655e+18	[{'type': 'replied_to', 'id': '1633659960352546818'}]	1.63387e+18	['1633874185146748928']	0	0	0	11	1.22e+18						negative
19	5862	10152	1.63398e+18	en	everyone	2023-03-10 00:09:41+00:00	rt mark k breaking microsoft cto announces gpt coming next week model multimodal including video feature ai ch	"RT @mark_k: BREAKING: .@Microsoft CTO announces: GPT-4 is coming next week!
The model will be multimodal, including video features.
#AI #Ch…"	1.36253e+18	[{'type': 'retweeted', 'id': '1633901801643622411'}]	1.63398e+18	['1633983425521635328']	288	0	0	0							positive
20	9377	13667	1.63395e+18	en	everyone	2023-03-09 22:01:35+00:00	chatgpt successor go cool tool matthew salganik msalganik freedom tinker princetoncitp http co fbxd oqt	Can ChatGPT—and its successors—go from cool to tool? By Matthew Salganik @msalganik / Freedom to Tinker - @PrincetonCITP  https://t.co/fBxD2OqT8M	14330959.0		1.63395e+18	['1633951187694235648']	0	0	0	82							neutral
21	22140	26430	1.63367e+18	en	everyone	2023-03-09 03:18:33+00:00	rt nytimes breaking news widespread missile attack explosion reported across ukraine early thursday air raid siren sou	RT @nytimes: Breaking News: Widespread missile attacks and explosions were reported across Ukraine early Thursday, with air raid sirens sou…	53112732.0	[{'type': 'retweeted', 'id': '1633666448429314051'}]	1.63367e+18	['1633668570625499136']	40	0	0	0							negative
22	24895	29185	1.63363e+18	en	everyone	2023-03-09 00:31:28+00:00	rt sahilkapur new senate vote pas gop led resolution overturn dc recent crime law democrat split passed	"RT @sahilkapur: NEW: Senate votes 81-14 to pass a GOP-led resolution to overturn DC's recent crime law, after Democrats split.

It passed t…"	11856892.0	[{'type': 'retweeted', 'id': '1633625089580367872'}]	1.63363e+18	['1633626520798240769']	10	0	0	0							neutral
23	1637	1637	1.63323e+18	en	everyone	2023-03-07 22:08:15+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.1457e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63323e+18	['1633228090896789506']	9130	0	0	0							neutral
24	31564	35854	1.63383e+18	en	everyone	2023-03-09 16:55:00+00:00	henryharte mak nafo fella gen milley said ukraine lost k back november	@henryharte17 @Maks_NAFO_FELLA Gen Milley said Ukraine lost 100k back In November	1.51872e+18	[{'type': 'replied_to', 'id': '1633871901041754117'}]	1.63387e+18	['1633874035124871169']	0	1	0	20	1.29e+18						neutral
25	21361	25651	1.63367e+18	en	everyone	2023-03-09 03:23:46+00:00	house member staff personal data compromised health insurer breach http co rxskqpzixi usa canada bitcoin cryptocurrency russia ukraine india uk france business israel china iran turkey	"House members, staff personal data compromised in health insurer breach https://t.co/RxSkqPzIXi
#USA #Canada #Bitcoin #Cryptocurrency #Russia #Ukraine #India #UK #France #Business #Israel #China #Iran #Turkey"	1.5169e+18		1.63367e+18	['1633669880460488705']	0	0	0	2							neutral
26	28858	33148	1.63388e+18	en	everyone	2023-03-09 17:03:27+00:00	rt btudbubble plea grow desperate u turn tide ukraine war russia soon credibi	RT @BTudbubble: These pleas will grow more desperate, if the US does not turn the tide of its Ukraine war against Russia, soon. The credibi…	803208264.0	[{'type': 'retweeted', 'id': '1633875431349968896'}]	1.63388e+18	['1633876161553137664']	1	0	0	0							negative
27	11777	16067	1.63352e+18	en	everyone	2023-03-09 03:13:19+00:00	killiansdad mikesmalltalk elonmusk lukewearechange stevenvoiceover neither fool watched different channel day including fox news try lecturing berating maga nonsense	@killiansdad66 @MikeSmalltalk @elonmusk @Lukewearechange @stevenvoiceover Neither were you, you fool! I watched 4 different channels that day, including FOX NEWS. Don’t try lecturing and berating me with your MAGA nonsense. 🙄	8.20577e+17	[{'type': 'replied_to', 'id': '1633589817308237824'}]	1.63367e+18	['1633667250766118914']	0	0	0	3	1.05e+18						negative
28	5887	10177	1.63398e+18	en	everyone	2023-03-10 00:08:42+00:00	architecting golden age plea help chatgpt http co bmvowp tay http co uez rbu v	"""Architecting the Golden Age: A plea for help to ChatGPT"": 
https://t.co/BMVOwP8tay https://t.co/UEz93RbU1v"	55730801.0		1.63398e+18	['1633983180226301953']	0	0	0	3							neutral
29	25360	29650	1.63357e+18	en	everyone	2023-03-08 21:06:05+00:00	usual collection freak arguing dc statehood congress allow reduce penalty crime like carjacking http co k mxoz fpt	Usual collection of freaks arguing for DC Statehood because Congress won’t allow them to reduce penalties for crimes like carjacking. https://t.co/k3MXoZ2fPt	9.75008e+17	[{'type': 'quoted', 'id': '1633528655501574145'}]	1.63357e+18	['1633574834557820932']	0	0	0	69							negative
30	28397	32687	1.63388e+18	en	everyone	2023-03-09 17:04:52+00:00	rt militarylandnet poland transfer remaining leopard tank ukraine say polish minister defense mariusz blaszczak	RT @Militarylandnet: 🗞️🇵🇱 Poland transfers the remaining 10 Leopard 2 tanks to Ukraine, says Polish Minister of Defense Mariusz Blaszczak.…	1.01806e+18	[{'type': 'retweeted', 'id': '1633778642567217152'}]	1.63388e+18	['1633876517657923584']	23	0	0	0							neutral
31	9118	13408	1.63395e+18	en	everyone	2023-03-09 22:08:51+00:00	email b testing http co fflhomxkem chatgpt chatgptprompts chatbot chatbotai aichatbot ai artificialintelligence aiprompts prompt writingprompts ideaprompts creativeprompts http co vqxekrdk	Email A/B testing 11 👇👉 https://t.co/FFLhOMxkeM #chatgpt #chatgptprompts #chatbot #chatbotai #aichatbot #ai #artificialintelligence #aiprompts #prompts #writingprompts #ideaprompts #creativeprompts https://t.co/d0vQXeKrDK	9.22942e+17		1.63395e+18	['1633953016574529537']	0	0	0	3							neutral
32	21642	25932	1.63367e+18	en	everyone	2023-03-09 03:21:55+00:00	rt stellaescotv ny time report new intelligence reviewed u official show pro ukrainian group carried attack nord	RT @StellaEscoTV: NY Times reports new intelligence reviewed by U.S. officials shows a pro-Ukrainian group carried out the attack on Nord S…	7.94683e+17	[{'type': 'retweeted', 'id': '1633554966051966986'}]	1.63367e+18	['1633669415345504257']	57	0	0	0							neutral
33	9507	13797	1.63395e+18	en	everyone	2023-03-09 21:57:43+00:00	ho litigato pure con chatgpt	Ho litigato pure con chatgpt	328680184.0		1.63395e+18	['1633950214766690305']	0	1	1	67							neutral
34	20640	24930	1.63367e+18	en	everyone	2023-03-09 03:28:24+00:00	rt democracynow russia jail blogger criticism war ukraine http co xlqg lgh	RT @democracynow: Russia Jails Blogger over Criticism of War on Ukraine https://t.co/Xlqg9o3lgh	470868113.0	[{'type': 'retweeted', 'id': '1633666920489840641'}]	1.63367e+18	['1633671047420469249']	9	0	0	0							negative
35	31979	36269	1.63387e+18	en	everyone	2023-03-09 16:53:38+00:00	rt mrfukkew ukraine emergency service repaired power grid connected zaporizhzhia nuclear power plant missile attac	"RT @MrFukkew: #Ukraine's Emergency Service repaired the power grid that is connected to Zaporizhzhia Nuclear Power Plant. 

🇷🇺missile attac…"	1.44285e+18	[{'type': 'retweeted', 'id': '1633837329826856960'}]	1.63387e+18	['1633873689107152896']	5	0	0	0							neutral
36	13599	17889	1.63367e+18	en	everyone	2023-03-09 03:04:27+00:00	rt gregrubini boom ukraine corruption john kerry u trying get rid prosecutor joe biden obama	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	8.23652e+17	[{'type': 'retweeted', 'id': '1320412175421394947'}]	1.63367e+18	['1633665022009176066']	6757	0	0	0							negative
37	10486	14776	1.63394e+18	en	everyone	2023-03-09 21:28:04+00:00	viralrabbi according chatgpt list alleged information regarding mutantapeyachtclub mayc mutant ape yacht club mayc collection unique pixel art ape mayc created artist entrepreneur bored ape http co oyx ssapa	"🔴 #ViralRabbi #According #To #ChatGPT, #here #is #a #list #of #alleged #information #regarding #MutantApeYachtClub (#MAYC):
    1. Mutant Ape Yacht Club (MAYC) is a collection of 20,000 unique 3D pixel art apes.
    2. MAYC was created by the artist and entrepreneur, Bored Ape… https://t.co/OYx6ssAPA7"	1.38122e+18		1.63394e+18	['1633942754291228672']	0	0	0	28							neutral
38	16545	20835	1.22893e+18	en	everyone	2023-03-09 02:09:07+00:00	heathenonearth kaysandiego roni potus hater obama way better president trump got elected twice trump one term sore loser handle truth	"@HeathenOnEarth_ @kaysandiego @Roni4488 @POTUS The haters are out there. Obama was a way better president than trump and got elected twice!😄😄😄
Trump is a one term sore loser who can't handle the truth!  😆😆😆😆"	8.12528e+17	[{'type': 'replied_to', 'id': '1230051555140870145'}]	1.63365e+18	['1633651094776606722']	0	0	1	5	9.75e+17						negative
39	7556	11846	1.63397e+18	en	everyone	2023-03-09 23:02:34+00:00	chatgpt bury siri good apple move fast techradar http co qri j hpk	ChatGPT will bury Siri for good if Apple doesn't move fast - TechRadar https://t.co/qri4JS9hpk	1.5618e+18		1.63397e+18	['1633966534250106881']	0	0	0	3							neutral
40	9288	13578	1.63395e+18	en	everyone	2023-03-09 22:04:23+00:00	rt digitaltrends chatgpt invented hit puzzle game called sumplete could rival wordle one problem already exist	RT @DigitalTrends: #ChatGPT invented a hit puzzle game called #Sumplete that could rival Wordle. There's just one problem: It already exist…	125134601.0	[{'type': 'retweeted', 'id': '1633882983441772544'}]	1.63395e+18	['1633951892865728514']	2	0	0	0							neutral
41	18087	22377	1.63368e+18	en	everyone	2023-03-09 03:44:59+00:00	rt igorsushko russia wtf wrong country http co qrd xesx	RT @igorsushko: #RUSSIA: WTF is wrong with this country. https://t.co/QRd6O2xeSX	875045184.0	[{'type': 'retweeted', 'id': '1633321890638102529'}]	1.63368e+18	['1633675220648357889']	277	0	0	0							negative
42	1697	1697	1.63322e+18	en	everyone	2023-03-07 21:45:27+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1.37386e+18	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1.63322e+18	['1633222352824573954']	9130	0	0	0							neutral
43	14843	19133	1.63366e+18	en	everyone	2023-03-09 02:40:34+00:00	rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1.51875e+18	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1.63366e+18	['1633659008132456448']	3316	0	0	0							neutral
44	21349	25639	1.63367e+18	en	everyone	2023-03-09 03:23:49+00:00	rt kimdotcom u govt funded research created covid killed million blew nordstream pipeline act int	RT @KimDotcom: The US Govt funded the research that created Covid-19 and killed millions, blew up the NordStream pipelines in an act of int…	1.1662e+18	[{'type': 'retweeted', 'id': '1633517462137475072'}]	1.63367e+18	['1633669895807467520']	3081	0	0	0							negative
45	18095	22385	1.63368e+18	en	everyone	2023-03-09 03:44:57+00:00	rt realmattcouch support russia support ukraine support tyrannical regime white house	"RT @RealMattCouch: I don't Support Russia... 
I don't Support the Ukraine.. 
I don't support this Tyrannical Regime in the White House..…"	65643848.0	[{'type': 'retweeted', 'id': '1633246342960107521'}]	1.63368e+18	['1633675211580256258']	250	0	0	0							negative
46	26876	31166	1.63314e+18	en	everyone	2023-03-07 16:22:56+00:00	hooking statehood helping either cause instead one lead weight tie two lead weight sinking body leadership standpoint vindication mayor say told ya would better negotiated winning solution http co flcubrkavn	"Hooking this up to statehood isn't helping either cause. Instead of one lead weight you tie two lead weights to the sinking body. And, from a leadership standpoint, is it vindication for the mayor to say ""told 'ya so""? Or would it better if she had negotiated a winning solution? https://t.co/FLcuBrKavn"	570161497.0	[{'type': 'quoted', 'id': '1632900452017659905'}]	1.63314e+18	['1633141187694452743']	1	0	3	506							negative
47	18684	22974	1.63367e+18	en	everyone	2023-03-09 03:41:26+00:00	russia ukraine war expect kalingatv russia ukraine america britain bakhmutmeatgrinder http co wsntplrfs	"Russia-Ukraine War: What To Expect In 2023? || KalingaTV
#Russia #Ukraine #America #Britain #BakhmutMeatGrinder https://t.co/wSNTplrFs6"	1.62693e+18		1.63367e+18	['1633674327210991619']	0	0	0	54							neutral
